Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
Financial District,Apartment,4,4789,498.56,0.1,2000,Unfurnished,18,16,25,1,10,Medium,Yes,Yes,"Gym, Garden, Pool, Clubhouse, Playground",South,Broker,Under_Construction
Madhapur,Villa,5,2651,330.38,0.12,2007,Furnished,19,5,18,9,5,Low,No,Yes,"Pool, Gym, Clubhouse, Playground",East,Builder,Under_Construction
Jubilee Hills,Apartment,3,1763,487.99,0.28,2009,Unfurnished,30,15,16,9,6,Low,No,No,"Pool, Garden, Gym, Playground, Clubhouse",West,Owner,Ready_to_Move
Banjara Hills,Apartment,4,4764,433.62,0.09,2003,Semi-furnished,7,3,22,6,8,Medium,Yes,Yes,"Clubhouse, Playground, Pool",West,Builder,Under_Construction
Jubilee Hills,Independent House,1,3070,293.69,0.1,1995,Semi-furnished,20,25,30,2,3,High,No,No,"Clubhouse, Pool, Gym, Playground, Garden",West,Builder,Ready_to_Move
Nanakramguda,Apartment,3,3573,35.43,0.01,2000,Semi-furnished,16,19,25,7,5,Low,No,No,"Playground, Gym",West,Broker,Under_Construction
Jubilee Hills,Apartment,3,2884,108.36,0.04,2008,Furnished,2,17,17,6,6,High,No,No,"Playground, Gym",North,Builder,Under_Construction
Somajiguda,Independent House,5,1759,338.21,0.19,1997,Unfurnished,9,29,28,6,5,High,No,No,"Gym, Playground, Pool, Clubhouse",North,Owner,Ready_to_Move
Begumpet,Villa,3,2936,186.35,0.06,2015,Furnished,19,20,10,7,7,Medium,No,Yes,Garden,North,Builder,Ready_to_Move
Madhapur,Apartment,1,4749,233.43,0.05,2013,Furnished,29,25,12,8,4,High,Yes,Yes,"Gym, Clubhouse, Pool, Playground, Garden",West,Builder,Ready_to_Move
Narsingi,Apartment,5,2262,47.78,0.02,1997,Semi-furnished,19,1,28,5,6,Medium,No,Yes,Garden,West,Builder,Ready_to_Move
Jubilee Hills,Villa,4,2246,23.5,0.01,2014,Furnished,25,25,11,6,5,Medium,Yes,Yes,"Pool, Clubhouse, Garden, Gym, Playground",West,Owner,Under_Construction
Jubilee Hills,Independent House,2,2581,368.91,0.14,2014,Unfurnished,12,29,11,5,6,Low,Yes,Yes,Clubhouse,East,Builder,Under_Construction
Kokapet,Apartment,5,4503,391.71,0.09,2001,Semi-furnished,30,27,24,9,8,Low,Yes,Yes,"Garden, Playground, Clubhouse, Pool",South,Broker,Ready_to_Move
Somajiguda,Apartment,2,2294,275.14,0.12,2012,Semi-furnished,26,9,13,2,9,Medium,Yes,No,Garden,West,Owner,Ready_to_Move
Somajiguda,Apartment,3,1252,48.68,0.04,2017,Semi-furnished,9,27,8,4,7,High,No,No,Pool,East,Owner,Ready_to_Move
Somajiguda,Independent House,5,3154,63.68,0.02,2023,Furnished,9,14,2,5,3,Medium,No,Yes,Pool,East,Owner,Under_Construction
Gachibowli,Apartment,1,3411,279.43,0.08,2008,Semi-furnished,0,24,17,3,4,Medium,Yes,No,"Playground, Garden, Gym, Clubhouse, Pool",North,Builder,Under_Construction
Gachibowli,Independent House,1,3074,214.49,0.07,1999,Semi-furnished,22,12,26,4,1,Medium,Yes,No,"Pool, Playground",North,Builder,Ready_to_Move
Kokapet,Villa,3,3431,258.15,0.08,2005,Unfurnished,29,16,20,10,5,Medium,Yes,No,"Garden, Playground, Clubhouse",South,Builder,Under_Construction
Khanapur,Independent House,5,4961,418.31,0.08,2004,Semi-furnished,28,16,21,3,6,Medium,No,Yes,"Playground, Clubhouse, Garden",West,Builder,Under_Construction
Film Nagar,Villa,5,1706,417.95,0.24,2013,Semi-furnished,19,10,12,5,5,Low,Yes,Yes,"Pool, Gym, Garden, Clubhouse, Playground",South,Broker,Under_Construction
Banjara Hills,Independent House,3,2745,32.34,0.01,2003,Unfurnished,20,24,22,1,2,Medium,No,Yes,"Gym, Pool, Clubhouse, Garden, Playground",East,Broker,Under_Construction
Jubilee Hills,Apartment,5,2133,415.8,0.19,2012,Furnished,15,22,13,10,5,Low,No,Yes,"Garden, Gym, Playground",South,Builder,Under_Construction
Raidurg,Villa,5,4881,397.24,0.08,1996,Furnished,27,15,29,2,6,High,Yes,Yes,"Pool, Garden, Playground, Gym",West,Broker,Ready_to_Move
Kokapet,Apartment,5,2697,78.87,0.03,2017,Unfurnished,20,9,8,7,8,High,No,Yes,"Gym, Garden, Clubhouse",South,Broker,Under_Construction
Madhapur,Villa,4,1145,302.98,0.26,2000,Furnished,16,18,25,10,5,High,No,No,"Clubhouse, Playground, Gym, Pool",North,Builder,Ready_to_Move
Somajiguda,Independent House,5,4585,273.72,0.06,1999,Furnished,5,15,26,6,5,Medium,Yes,Yes,Garden,North,Builder,Under_Construction
Financial District,Villa,5,4148,419.24,0.1,2002,Unfurnished,16,1,23,8,5,Medium,Yes,No,Pool,North,Broker,Under_Construction
Kokapet,Apartment,3,2296,141.46,0.06,1992,Semi-furnished,7,23,33,6,9,Low,No,No,"Clubhouse, Playground, Gym, Garden",East,Broker,Ready_to_Move
Hitech City,Apartment,2,1080,301.38,0.28,1996,Furnished,9,17,29,9,1,Low,Yes,No,"Pool, Garden, Gym",North,Owner,Ready_to_Move
Madhapur,Apartment,5,503,421.0,0.84,2016,Semi-furnished,18,21,9,7,8,Low,Yes,No,"Clubhouse, Pool, Gym, Garden",South,Broker,Ready_to_Move
Hitech City,Villa,3,2215,390.13,0.18,2009,Semi-furnished,26,7,16,2,4,High,Yes,Yes,Garden,South,Broker,Under_Construction
Raidurg,Apartment,4,3550,291.22,0.08,2004,Furnished,6,5,21,2,1,Medium,No,No,"Playground, Gym, Pool, Clubhouse, Garden",North,Owner,Ready_to_Move
Madhapur,Independent House,3,2907,353.04,0.12,2014,Semi-furnished,24,4,11,3,10,Low,No,No,"Gym, Pool, Garden",West,Broker,Ready_to_Move
Jubilee Hills,Villa,2,3378,73.42,0.02,2000,Semi-furnished,8,2,25,10,4,Medium,Yes,No,"Pool, Clubhouse, Garden, Gym",South,Owner,Under_Construction
Kokapet,Villa,5,1314,323.95,0.25,2002,Furnished,29,12,23,4,10,Low,Yes,Yes,Gym,South,Broker,Under_Construction
Gachibowli,Villa,5,1083,317.66,0.29,2009,Unfurnished,14,30,16,2,2,High,No,Yes,Gym,East,Broker,Under_Construction
Raidurg,Independent House,5,1691,66.35,0.04,2013,Semi-furnished,14,23,12,2,6,Low,No,No,"Playground, Pool, Clubhouse, Gym, Garden",East,Owner,Ready_to_Move
Khanapur,Independent House,4,2349,431.51,0.18,1991,Furnished,20,12,34,8,8,High,Yes,No,Gym,North,Builder,Ready_to_Move
Jubilee Hills,Independent House,1,1266,36.53,0.03,2008,Semi-furnished,26,27,17,3,10,Low,No,Yes,"Garden, Clubhouse, Gym",East,Broker,Under_Construction
Jubilee Hills,Apartment,2,3227,56.45,0.02,2020,Furnished,3,7,5,4,1,Low,No,No,"Pool, Clubhouse, Playground",North,Broker,Under_Construction
Jubilee Hills,Independent House,2,3508,82.36,0.02,2010,Semi-furnished,10,18,15,2,2,High,No,No,"Pool, Clubhouse",East,Owner,Ready_to_Move
Narsingi,Apartment,1,3285,215.85,0.07,2003,Furnished,16,27,22,8,7,Low,Yes,No,"Playground, Gym",South,Broker,Ready_to_Move
Begumpet,Apartment,5,1868,457.58,0.24,2022,Unfurnished,10,28,3,5,4,High,Yes,Yes,"Playground, Clubhouse, Gym, Pool",North,Builder,Under_Construction
Gachibowli,Apartment,2,1746,451.39,0.26,2023,Unfurnished,16,8,2,1,5,High,No,Yes,Gym,West,Owner,Under_Construction
Somajiguda,Apartment,3,2890,165.59,0.06,2016,Furnished,8,15,9,8,4,Low,Yes,No,"Pool, Playground, Garden, Gym, Clubhouse",East,Builder,Under_Construction
Film Nagar,Apartment,4,3341,371.41,0.11,2005,Semi-furnished,22,30,20,9,5,Low,Yes,No,Garden,West,Broker,Under_Construction
Film Nagar,Independent House,5,4350,365.07,0.08,2019,Unfurnished,16,29,6,10,8,High,Yes,Yes,"Playground, Clubhouse",East,Builder,Under_Construction
Raidurg,Independent House,4,1045,181.88,0.17,2014,Semi-furnished,22,28,11,2,3,High,No,No,"Playground, Pool, Garden, Clubhouse",West,Owner,Ready_to_Move
Begumpet,Villa,4,1311,337.02,0.26,2020,Unfurnished,5,24,5,9,9,Medium,Yes,Yes,"Playground, Clubhouse, Pool, Gym, Garden",South,Builder,Under_Construction
Madhapur,Independent House,2,2820,367.46,0.13,1995,Semi-furnished,23,3,30,3,9,Low,Yes,No,"Gym, Playground, Pool",South,Builder,Ready_to_Move
Madhapur,Independent House,5,4856,370.1,0.08,1991,Furnished,24,18,34,7,7,Medium,No,Yes,"Garden, Clubhouse, Pool",East,Owner,Ready_to_Move
Khanapur,Independent House,5,4392,410.95,0.09,1992,Furnished,5,30,33,9,9,High,No,Yes,"Garden, Gym, Playground, Pool, Clubhouse",North,Owner,Ready_to_Move
Film Nagar,Apartment,2,4462,364.53,0.08,2008,Semi-furnished,16,7,17,8,1,Low,Yes,Yes,Clubhouse,South,Owner,Under_Construction
Jubilee Hills,Apartment,5,724,222.52,0.31,2002,Semi-furnished,12,28,23,9,10,Medium,Yes,Yes,"Gym, Playground",South,Owner,Ready_to_Move
Gachibowli,Apartment,5,4997,153.08,0.03,1998,Semi-furnished,15,5,27,10,5,Medium,Yes,No,"Gym, Garden",East,Builder,Under_Construction
Raidurg,Independent House,1,4265,479.61,0.11,2012,Semi-furnished,26,21,13,7,6,Medium,Yes,Yes,"Garden, Pool, Clubhouse, Playground",East,Broker,Ready_to_Move
Jubilee Hills,Apartment,5,2976,226.54,0.08,2023,Furnished,9,1,2,9,6,High,No,No,Clubhouse,West,Owner,Under_Construction
Kokapet,Apartment,1,1182,66.22,0.06,2020,Furnished,22,30,5,7,2,Medium,No,Yes,Playground,East,Broker,Under_Construction
Kokapet,Independent House,1,1805,434.39,0.24,2005,Furnished,8,3,20,1,6,High,Yes,Yes,Gym,South,Builder,Ready_to_Move
Banjara Hills,Villa,2,2437,364.07,0.15,2023,Semi-furnished,0,29,2,6,7,High,No,No,"Clubhouse, Garden",East,Builder,Under_Construction
Film Nagar,Villa,4,4581,45.07,0.01,2003,Furnished,30,12,22,8,8,High,No,No,"Garden, Clubhouse, Pool, Playground",West,Builder,Ready_to_Move
Kokapet,Apartment,3,1883,300.91,0.16,1998,Unfurnished,2,26,27,4,5,Medium,Yes,No,"Gym, Playground, Garden",East,Owner,Under_Construction
Begumpet,Apartment,4,2229,55.88,0.03,2013,Furnished,28,14,12,5,3,Medium,No,Yes,Clubhouse,North,Builder,Ready_to_Move
Kokapet,Independent House,2,1310,319.2,0.24,1994,Semi-furnished,9,1,31,6,9,Low,No,Yes,Gym,North,Owner,Ready_to_Move
Financial District,Independent House,3,4658,301.92,0.06,2014,Furnished,25,26,11,5,4,Low,Yes,No,"Gym, Clubhouse",North,Owner,Under_Construction
Jubilee Hills,Apartment,3,4157,219.56,0.05,1995,Unfurnished,28,25,30,4,9,High,Yes,Yes,Garden,South,Builder,Under_Construction
Somajiguda,Villa,1,4350,371.47,0.09,2016,Furnished,29,7,9,8,10,Medium,Yes,No,Gym,West,Owner,Ready_to_Move
Madhapur,Apartment,5,2927,192.93,0.07,2017,Furnished,18,19,8,10,9,High,No,Yes,"Pool, Playground, Garden, Clubhouse, Gym",West,Builder,Ready_to_Move
Gachibowli,Independent House,2,2356,33.68,0.01,2023,Semi-furnished,4,13,2,5,4,High,No,No,"Playground, Garden, Pool",North,Broker,Under_Construction
Gachibowli,Villa,2,1283,467.87,0.36,1990,Furnished,0,2,35,2,7,Low,No,No,"Gym, Playground, Clubhouse",South,Broker,Under_Construction
Nanakramguda,Apartment,2,1156,262.92,0.23,1992,Semi-furnished,15,17,33,4,8,High,Yes,No,"Clubhouse, Gym, Garden",West,Broker,Under_Construction
Gachibowli,Apartment,5,2719,439.97,0.16,2008,Unfurnished,22,20,17,7,7,Medium,No,No,"Garden, Pool, Playground, Clubhouse, Gym",East,Owner,Ready_to_Move
Jubilee Hills,Apartment,2,4807,150.63,0.03,2022,Furnished,14,26,3,7,1,Low,Yes,No,"Gym, Clubhouse",West,Builder,Under_Construction
Hitech City,Apartment,2,3051,391.4,0.13,2005,Unfurnished,8,15,20,6,3,High,Yes,No,"Garden, Pool, Playground",North,Broker,Ready_to_Move
Kokapet,Villa,2,3010,153.61,0.05,2006,Semi-furnished,7,14,19,4,9,Low,No,No,"Garden, Gym, Playground, Pool",East,Owner,Ready_to_Move
Financial District,Villa,1,2836,363.1,0.13,1994,Semi-furnished,20,17,31,4,9,Low,Yes,No,"Garden, Gym, Pool, Playground",East,Broker,Ready_to_Move
Narsingi,Villa,5,3248,368.75,0.11,2008,Furnished,8,8,17,7,7,Low,No,No,"Clubhouse, Gym, Playground, Garden, Pool",East,Broker,Ready_to_Move
Jubilee Hills,Villa,2,2982,313.72,0.11,1998,Semi-furnished,14,28,27,7,10,High,Yes,Yes,"Playground, Pool",East,Owner,Ready_to_Move
Nanakramguda,Villa,1,4711,29.33,0.01,2002,Unfurnished,11,7,23,1,9,High,Yes,Yes,Clubhouse,East,Builder,Ready_to_Move
Banjara Hills,Apartment,5,982,193.94,0.2,2018,Furnished,19,28,7,9,7,Medium,No,No,Gym,North,Builder,Under_Construction
Madhapur,Villa,5,3650,247.69,0.07,2009,Unfurnished,25,4,16,1,5,Low,Yes,No,"Gym, Pool, Clubhouse, Garden, Playground",East,Owner,Under_Construction
Khanapur,Villa,1,4489,435.75,0.1,1991,Semi-furnished,0,29,34,8,7,High,No,No,"Pool, Playground, Clubhouse, Garden, Gym",West,Broker,Ready_to_Move
Madhapur,Villa,2,1589,183.44,0.12,2004,Unfurnished,15,11,21,2,8,Low,Yes,No,"Pool, Garden, Clubhouse, Playground",West,Owner,Under_Construction
Narsingi,Apartment,5,4919,423.56,0.09,2016,Semi-furnished,10,18,9,5,8,Medium,No,Yes,"Playground, Gym, Clubhouse, Pool",South,Owner,Under_Construction
Financial District,Independent House,3,4856,388.01,0.08,2010,Unfurnished,4,24,15,6,10,Low,No,Yes,"Playground, Pool, Garden",East,Broker,Ready_to_Move
Narsingi,Apartment,1,2091,338.4,0.16,2015,Furnished,4,4,10,1,3,Low,No,No,"Garden, Pool, Gym, Playground",South,Builder,Ready_to_Move
Nanakramguda,Apartment,1,1744,235.41,0.13,2019,Furnished,28,19,6,9,7,Low,No,Yes,"Pool, Gym, Clubhouse, Garden",North,Owner,Under_Construction
Raidurg,Villa,5,4539,307.17,0.07,1994,Semi-furnished,30,3,31,5,2,Medium,No,No,"Gym, Pool, Playground, Garden",South,Broker,Under_Construction
Kavuri Hills,Villa,5,1503,170.08,0.11,1990,Unfurnished,6,23,35,9,4,High,No,No,Gym,South,Builder,Ready_to_Move
Film Nagar,Apartment,1,4509,125.1,0.03,2015,Furnished,16,12,10,9,8,High,No,No,"Pool, Gym, Playground, Garden, Clubhouse",North,Builder,Under_Construction
Begumpet,Independent House,3,4643,230.91,0.05,2019,Unfurnished,3,26,6,7,2,Low,Yes,No,Clubhouse,East,Builder,Under_Construction
Financial District,Villa,2,3066,10.41,0.0,2007,Furnished,26,22,18,7,10,Low,Yes,Yes,"Pool, Gym, Playground",East,Broker,Ready_to_Move
Raidurg,Apartment,2,4653,177.41,0.04,2002,Furnished,3,30,23,2,10,Medium,Yes,No,"Garden, Pool",East,Broker,Ready_to_Move
Jubilee Hills,Villa,2,1824,490.54,0.27,2009,Semi-furnished,7,29,16,8,2,High,No,No,"Pool, Gym, Playground, Garden",West,Builder,Under_Construction
Somajiguda,Villa,5,4727,179.24,0.04,2023,Unfurnished,28,8,2,9,1,Low,No,Yes,"Playground, Clubhouse",West,Builder,Ready_to_Move
Kokapet,Villa,2,3869,250.93,0.06,2014,Furnished,29,27,11,10,1,Medium,Yes,No,"Playground, Gym",South,Owner,Ready_to_Move
Jubilee Hills,Apartment,1,3203,433.43,0.14,1991,Unfurnished,7,17,34,5,1,Medium,No,No,"Pool, Gym, Playground, Clubhouse, Garden",East,Owner,Under_Construction
Somajiguda,Apartment,2,4306,317.3,0.07,2009,Semi-furnished,12,6,16,3,9,Medium,Yes,No,"Gym, Playground, Clubhouse, Garden, Pool",West,Builder,Under_Construction
Film Nagar,Villa,3,2238,124.4,0.06,2022,Semi-furnished,28,16,3,8,4,High,Yes,No,Gym,South,Builder,Under_Construction
Raidurg,Apartment,5,4924,443.63,0.09,2007,Semi-furnished,8,4,18,2,1,Medium,Yes,Yes,"Gym, Pool, Garden",East,Broker,Ready_to_Move
Banjara Hills,Apartment,4,1896,402.19,0.21,1993,Unfurnished,23,13,32,1,7,Medium,No,No,Garden,South,Owner,Under_Construction
Nanakramguda,Apartment,3,825,357.39,0.43,2010,Semi-furnished,2,28,15,6,2,Medium,Yes,No,"Clubhouse, Gym, Pool, Garden",South,Builder,Ready_to_Move
Raidurg,Villa,5,1764,234.26,0.13,2001,Unfurnished,9,28,24,5,9,High,Yes,No,Pool,North,Broker,Under_Construction
Madhapur,Independent House,2,3762,32.77,0.01,2006,Semi-furnished,6,26,19,10,4,Low,No,Yes,Playground,South,Owner,Under_Construction
Film Nagar,Apartment,2,1675,479.79,0.29,2020,Semi-furnished,6,16,5,2,1,Medium,Yes,No,"Garden, Pool, Clubhouse, Gym, Playground",North,Builder,Under_Construction
Film Nagar,Apartment,3,1370,92.71,0.07,1998,Semi-furnished,16,3,27,3,3,Low,No,No,"Playground, Pool, Gym, Clubhouse, Garden",East,Builder,Under_Construction
Khanapur,Apartment,3,1392,259.83,0.19,2018,Furnished,17,10,7,3,5,Medium,No,Yes,"Playground, Garden, Pool, Gym",East,Builder,Under_Construction
Hitech City,Apartment,4,891,23.29,0.03,2005,Unfurnished,9,1,20,4,5,Low,Yes,No,"Garden, Playground, Pool",South,Builder,Ready_to_Move
Hitech City,Independent House,3,607,93.73,0.15,1995,Furnished,13,18,30,6,7,High,No,No,"Clubhouse, Pool, Gym, Garden",East,Owner,Ready_to_Move
Jubilee Hills,Apartment,3,870,418.98,0.48,2009,Unfurnished,15,12,16,10,9,High,Yes,Yes,Clubhouse,North,Owner,Under_Construction
Financial District,Apartment,1,4903,51.93,0.01,1995,Furnished,16,5,30,2,10,Medium,No,No,"Garden, Gym",South,Owner,Under_Construction
Hitech City,Villa,4,2817,424.68,0.15,2000,Semi-furnished,1,18,25,3,2,Medium,No,Yes,"Garden, Playground, Gym",North,Broker,Under_Construction
Somajiguda,Apartment,3,1937,446.73,0.23,2002,Furnished,3,25,23,7,4,Low,No,Yes,Gym,North,Broker,Ready_to_Move
Somajiguda,Villa,3,2597,168.43,0.06,1994,Unfurnished,11,19,31,3,4,High,Yes,No,"Pool, Playground, Garden",South,Broker,Ready_to_Move
Gachibowli,Independent House,3,2633,116.34,0.04,2004,Unfurnished,2,21,21,5,10,Medium,No,No,Clubhouse,East,Builder,Under_Construction
Hitech City,Apartment,5,4784,114.23,0.02,2004,Furnished,29,12,21,4,1,High,No,Yes,"Garden, Gym, Clubhouse, Pool",North,Builder,Under_Construction
Hitech City,Independent House,4,2648,351.02,0.13,1995,Unfurnished,24,25,30,4,3,Low,Yes,No,Pool,East,Broker,Under_Construction
Raidurg,Apartment,5,3101,424.7,0.14,2007,Furnished,3,25,18,9,5,Medium,Yes,Yes,"Pool, Gym, Playground, Garden, Clubhouse",North,Owner,Under_Construction
Kokapet,Villa,4,3353,60.81,0.02,1994,Furnished,24,9,31,8,6,Low,Yes,No,"Gym, Playground, Pool, Clubhouse",North,Builder,Under_Construction
Jubilee Hills,Villa,5,4861,134.68,0.03,1999,Semi-furnished,15,29,26,4,9,Low,No,No,Pool,West,Owner,Under_Construction
Nanakramguda,Villa,1,524,303.06,0.58,1991,Unfurnished,22,10,34,10,2,Low,Yes,Yes,"Gym, Clubhouse",West,Builder,Ready_to_Move
Begumpet,Independent House,2,4251,160.45,0.04,2015,Furnished,30,11,10,8,2,High,No,No,"Garden, Playground, Pool",East,Builder,Ready_to_Move
Gachibowli,Villa,4,4968,187.19,0.04,1990,Furnished,16,24,35,2,10,High,Yes,No,"Garden, Playground, Clubhouse",East,Owner,Ready_to_Move
Banjara Hills,Independent House,4,744,428.73,0.58,2003,Furnished,30,21,22,6,5,Medium,No,No,Pool,West,Broker,Under_Construction
Financial District,Villa,4,839,131.14,0.16,2016,Semi-furnished,28,7,9,6,1,Medium,No,Yes,Pool,North,Owner,Ready_to_Move
Madhapur,Independent House,4,2950,304.48,0.1,1990,Semi-furnished,0,6,35,2,3,High,Yes,No,"Clubhouse, Gym, Garden",North,Broker,Ready_to_Move
Film Nagar,Villa,3,1047,97.4,0.09,2002,Furnished,8,4,23,1,9,High,No,Yes,Clubhouse,West,Owner,Ready_to_Move
Madhapur,Apartment,2,3798,360.16,0.09,2016,Unfurnished,15,23,9,8,8,Low,Yes,No,"Clubhouse, Garden",West,Owner,Under_Construction
Begumpet,Apartment,1,888,88.5,0.1,2017,Semi-furnished,9,1,8,3,5,High,No,No,"Playground, Gym",West,Broker,Ready_to_Move
Khanapur,Villa,5,2213,177.66,0.08,2022,Furnished,21,13,3,9,2,Low,Yes,No,"Gym, Playground, Garden, Clubhouse, Pool",East,Owner,Ready_to_Move
Narsingi,Villa,3,2287,309.91,0.14,2010,Semi-furnished,10,4,15,8,7,Low,No,Yes,"Clubhouse, Pool",West,Builder,Under_Construction
Begumpet,Villa,3,3371,243.18,0.07,2004,Semi-furnished,4,1,21,5,1,High,Yes,No,"Playground, Garden, Pool, Clubhouse",East,Broker,Under_Construction
Kokapet,Independent House,2,3824,104.79,0.03,2023,Unfurnished,22,10,2,10,8,Medium,Yes,No,"Gym, Pool, Clubhouse, Garden, Playground",East,Owner,Under_Construction
Somajiguda,Apartment,1,3814,287.13,0.08,1994,Unfurnished,5,3,31,3,7,Medium,No,No,"Garden, Playground, Pool",North,Broker,Under_Construction
Khanapur,Independent House,4,864,149.27,0.17,2013,Unfurnished,21,25,12,4,5,Medium,Yes,No,"Clubhouse, Pool",South,Owner,Under_Construction
Somajiguda,Apartment,5,2875,439.4,0.15,1991,Semi-furnished,11,12,34,2,6,Medium,Yes,No,"Garden, Gym, Playground",East,Broker,Under_Construction
Jubilee Hills,Independent House,4,943,146.93,0.16,2000,Semi-furnished,21,11,25,1,6,Low,Yes,No,Garden,South,Owner,Ready_to_Move
Hitech City,Independent House,1,4244,212.93,0.05,1991,Furnished,8,19,34,1,2,High,No,No,"Pool, Playground, Gym, Garden, Clubhouse",East,Owner,Under_Construction
Financial District,Independent House,2,1075,127.52,0.12,2017,Semi-furnished,24,23,8,1,10,High,No,No,"Garden, Playground, Pool, Clubhouse",South,Owner,Under_Construction
Jubilee Hills,Villa,2,661,169.59,0.26,2003,Unfurnished,11,18,22,6,3,Medium,No,No,"Clubhouse, Gym, Garden, Pool, Playground",West,Builder,Ready_to_Move
Banjara Hills,Independent House,1,1667,444.2,0.27,2017,Furnished,26,14,8,7,10,High,No,No,"Clubhouse, Gym, Garden, Playground, Pool",West,Owner,Under_Construction
Gachibowli,Villa,1,2385,421.05,0.18,2004,Unfurnished,24,8,21,4,3,Low,No,Yes,"Gym, Clubhouse, Pool, Garden, Playground",East,Owner,Ready_to_Move
Somajiguda,Villa,2,2419,281.77,0.12,1992,Furnished,14,29,33,9,1,Low,Yes,Yes,"Garden, Playground",North,Builder,Under_Construction
Financial District,Villa,4,4823,15.87,0.0,1990,Semi-furnished,16,15,35,4,5,Low,No,No,Pool,West,Builder,Under_Construction
Jubilee Hills,Apartment,4,3363,208.29,0.06,2020,Furnished,18,27,5,1,6,Medium,Yes,Yes,"Garden, Playground, Pool",West,Broker,Under_Construction
Financial District,Apartment,3,1266,291.63,0.23,2014,Unfurnished,20,4,11,4,4,Low,No,Yes,"Clubhouse, Garden",North,Builder,Under_Construction
Begumpet,Villa,4,4875,364.82,0.07,1996,Semi-furnished,11,5,29,10,3,High,Yes,No,"Garden, Playground, Gym, Clubhouse",West,Owner,Under_Construction
Jubilee Hills,Independent House,5,2200,372.01,0.17,2009,Unfurnished,10,20,16,6,6,Low,No,Yes,"Garden, Pool, Playground, Gym",South,Owner,Under_Construction
Narsingi,Villa,2,1899,271.31,0.14,2015,Furnished,19,26,10,2,8,High,Yes,Yes,"Gym, Clubhouse, Garden",South,Broker,Under_Construction
Begumpet,Villa,2,994,264.17,0.27,2008,Semi-furnished,28,13,17,3,3,Medium,No,No,Playground,West,Owner,Under_Construction
Banjara Hills,Apartment,5,1534,466.65,0.3,2005,Unfurnished,9,1,20,5,6,High,No,No,"Playground, Garden, Clubhouse, Pool, Gym",North,Owner,Under_Construction
Financial District,Apartment,1,2312,30.81,0.01,2002,Furnished,0,16,23,5,8,Low,Yes,No,"Gym, Pool, Clubhouse",North,Broker,Under_Construction
Begumpet,Apartment,1,803,159.68,0.2,1994,Semi-furnished,7,28,31,7,1,Medium,Yes,No,"Clubhouse, Playground, Pool, Gym",North,Broker,Under_Construction
Jubilee Hills,Independent House,5,1253,103.65,0.08,2019,Furnished,3,30,6,1,9,High,No,Yes,"Garden, Clubhouse, Playground, Gym",East,Broker,Under_Construction
Kokapet,Independent House,3,1048,479.34,0.46,2012,Furnished,0,29,13,4,1,Low,Yes,No,"Clubhouse, Garden",West,Broker,Under_Construction
Narsingi,Independent House,2,1256,242.87,0.19,2017,Furnished,16,15,8,8,1,Medium,No,No,Gym,North,Builder,Ready_to_Move
Somajiguda,Apartment,3,1643,356.83,0.22,2009,Unfurnished,23,14,16,4,1,Low,No,No,"Playground, Gym, Garden",West,Builder,Ready_to_Move
